"Ch1.Amplitude","Ch2.Amplitude"
2086.3549033674,1999.93350470238
1821.37045811254,8079.28786447771
1743.55188895846,8130.30471444692
2198.01755284247,2191.31263855934
8711.70372654521,2010.76868531906
1825.88148749409,1793.3704078898
8018.17081399186,2031.68910389306
7394.19199405326,2171.54855729077
8141.8033684422,1925.33803821473
2203.06355120836,1702.5960883053
8109.94900342233,2080.22356320908
1788.36635846589,2271.4501620705
1979.05612616876,2090.94362929808
7564.88863316704,1776.09397201674
1669.07260249598,2299.68172814218
1835.64528933597,2082.79611007397
7977.29336378124,1966.4320645445
1639.50548658511,1966.9799227006
8072.27104246443,7853.02707617565
8560.77451874024,1945.88960063295
8700.42990227936,2180.39859458619
7477.49116084341,7835.04911898853
1710.64362679303,1991.97341715776
2405.50746386851,8209.02942102952
1526.40733814427,2103.89195804254
8510.78902224026,2327.64648402985
2218.31816349362,1992.08681763961
7481.93638759245,1902.28310149698
1990.90286511632,7874.45119113607
1914.58682021623,2526.90109343147
1778.96720978032,1826.58654180617
1748.88525861264,2092.50339933741
8779.10721840907,8173.42569141383
2094.56868274507,2107.01454961245
2456.14204367937,2132.07168096853
7689.04286582373,8310.05490718837
1958.97443644204,1997.38353869082
1594.8985166625,1820.08759473489
1736.8111714566,2281.72301976639
1617.04140874041,2074.2769965798
7507.88746099048,7533.73060333393
1864.1015541683,7764.11462146921
2143.31369392818,2345.08331280063
1922.23945121793,2140.85379920421
7859.85977783119,1938.26992191037
1955.99153429249,2040.78202683404
6999.22853925051,2032.6709381782
7837.27655207579,1744.58751714791
8356.7966663454,2057.38813382387
1737.43069794047,2153.07996159916
1898.72420396461,2168.12282295862
7758.67310599677,7764.31098483984
9293.42647312066,2223.51883471556
7686.05279688027,8285.57225785393
7915.9116773597,8063.25516725245
1628.22979939156,1876.69652889273
1924.91594687462,1587.32701601748
1753.04861819983,2127.37560096728
7171.27774433212,2050.39408255758
8063.92460857526,8217.5628817317
1693.63667428464,2113.52044922049
2145.81542939466,1431.25012363641
7190.93760921782,7614.09866779934
6356.53093936896,1780.17305620116
1493.82730447561,8243.0879142593
2121.35890900569,2125.54630194783
1800.48658097033,1862.25372563578
2272.74701666081,8255.86991349513
8583.09593355252,7878.97409113659
8474.39501750402,8047.98447609421
2032.81370657514,1935.00732907384
1772.2300975363,8137.80961572895
2190.47403145715,2113.9969298222
2114.59189708661,2071.22398229451
7496.36867050399,2237.06747168081
2138.97672995406,2063.23566927898
1911.99354585981,1981.16353904895
2107.39491596714,1906.10467071736
1865.63845449306,2076.74806611817
2101.72406786237,8132.54308134896
8343.19132112453,8470.01638702917
8768.69368606792,2124.82631270929
2064.94209325923,8172.17650639261
7990.59746864593,7531.37421725778
8089.94178066572,2102.83289499429
1636.54038894725,1931.83337225304
2244.95445520592,7559.16950849428
7134.9635936761,2285.95179438553
1864.73035167105,7663.58951217129
7514.55884109894,2085.81143218907
1528.95486128341,1818.68854934246
2002.38479240614,2076.67366721435
2106.52930561031,2423.05675132308
1798.65445110581,1935.86070715262
2033.93375407121,2328.1459387245
2065.53291755177,2112.87625840203
8165.9577461323,2203.73297586728
2526.96118171015,2323.6696808159
2105.53455776205,8071.06707035214
8508.36615453318,8207.55364078853
2030.69891931005,7924.28000419318
1743.81646593998,2014.22605393569
1712.21945599866,7647.08565888372
1874.97297256108,2390.08867617148
1989.9699769799,2260.11264959394
2284.07647699986,8310.93498496403
1624.66929351243,2190.99790042475
1829.51310441134,8178.01180777619
7060.67320588576,7819.6637813543
8395.98357481331,1724.54831278441
2059.89652631964,1773.09400952481
2672.91204913007,8407.35953792129
2424.49417040342,2076.52847957772
2184.74369138135,7833.77079162807
8390.59209307641,7662.5811845887
2159.9638963105,7990.91263009124
2118.94049112216,2201.10341672104
7100.64358152227,1998.28721690132
7593.54720400645,1935.13701760025
