"Ch1.Amplitude","Ch2.Amplitude"
1725.0680151867,1903.55798175452
1989.27014972606,1914.65109685465
1762.54882318031,1840.60443995002
2270.33237404194,1809.34892539879
2041.55091884432,1659.23133489795
1817.06461986352,2001.09051552558
1769.26728718112,1995.78686198819
2030.83319217255,1843.01500300022
1838.32068359942,1889.83656278751
2218.71469227861,2181.93514933189
1806.09829085094,1916.32394547386
2113.32905402456,2222.11536213761
2022.47752459677,2315.01204229714
1954.77450013063,2314.64815184801
2308.25797487199,2409.77803010732
2038.59190690301,2043.57200362816
1878.56591534961,2008.22626706019
2065.51518115524,2351.52169795148
2072.38006241934,2067.35418451622
2151.60065585164,1921.03676882738
1789.75706214697,2169.09432859923
1592.36195791491,2272.1568219484
1706.00079458578,2512.58317349607
1948.93542625646,2190.92623285334
1457.8978415156,1923.27236481907
1992.94017012663,1985.6821672409
1816.79565787913,2288.10159736775
1833.22199883735,2247.10564945179
1915.69476889958,2269.84855024049
1582.25753107435,1829.81441020365
1838.59445326032,1972.75259685156
1913.36369829643,2097.61940308937
1685.4321844081,1769.00915714896
1602.67989072312,1579.8395390932
2485.40457329015,2286.69213275283
1765.65457985305,2139.2020516241
1964.77380522446,1898.23220550288
2112.80236768209,2044.87625865509
1985.31457599994,1945.93823311543
1933.65018522366,1894.35056961843
1847.50764232077,2008.02796426505
1766.91194009585,2206.1505188841
1742.94876304936,2001.95985775833
2296.82866763013,2110.63541819103
2332.15156158909,1992.98402606103
2052.6352580463,2235.07050743969
2007.69019666782,2021.63240939444
2161.0327082275,2231.10520423365
2209.69768854996,2131.79814473927
1856.72209076316,1859.29857563803
2333.67507774343,1867.12980218221
1995.86669839709,1904.69067419523
1780.24837928077,1936.22037649667
1944.6586184486,2165.5551487189
1919.85008814087,1787.47901437784
1700.84014880198,1805.20247438085
2073.32943532439,1969.29710778229
1507.04376303384,2089.75036025609
1248.1708712028,1776.89727059199
1789.58936969932,2443.24815890119
1984.49667068806,2129.15820081503
2396.64652991562,1717.31940888011
2135.43803551097,1952.68946623419
2191.54084752834,1849.74719542781
2538.28403010327,1947.55895728116
2040.49272683108,1670.03742458968
2136.65666733844,2014.23196048543
2205.11700207478,1956.23869737964
2367.10681386848,1920.2361797182
1878.7564812748,1754.96160983759
1736.92624287873,1858.12740016341
2377.38769001417,1932.94412812049
1749.19252450537,1958.75872118818
1778.39093486204,2480.10936162758
2177.5234584678,2042.81432995062
2149.27222110971,1674.67082813831
1745.82415619086,1999.90435136292
2377.39788697402,2093.32446322599
1868.34709880259,1987.98089789817
1688.4831428384,2084.83478451182
2049.50619581299,1531.90328322004
