"Ch1.Amplitude","Ch2.Amplitude"
2139.39317209161,1666.24232803396
1719.7360682339,1896.60522392016
2017.59720161854,7974.20322339023
2376.35558015589,2105.94155102663
7484.77903748957,6326.24677110362
2292.45324100299,2055.88904499621
2435.31321166916,1719.29404846612
1466.34035539436,1705.85522375682
1605.03939156216,2075.37445228798
1579.6377829064,7797.4576293637
1480.81661281395,1527.5608920301
7180.05398736795,2402.02106079846
1732.12709387504,1603.07308835612
6148.86392515581,2231.6305140886
8095.63011737899,2030.74910455206
1695.62867419591,3856.33792797794
1484.27712082162,2161.46798080574
1916.88144454055,2221.41491393645
1570.73701700401,5082.32336618979
1707.20179964333,1853.96226787874
1918.44914192721,1941.77084338403
6086.14857892628,1706.47943279341
1827.88944238827,5261.90355089174
2036.12136160659,6737.15180800215
8486.1990737706,2470.15179655013
2061.69470130606,1915.16652727733
2234.9690983315,1620.95488294702
1710.0378099941,7636.49385377268
2315.86718249122,1901.0771779108
2737.87981255397,2253.52211079982
7234.73214788687,1994.84223046257
1820.38923448853,1935.47644329897
2576.54980280879,1746.27660458671
9357.14575060209,2014.84786734935
1841.02749362207,2038.92728539935
2654.01392652717,7716.53967788741
2547.52669463839,2059.31747984318
1601.60290441425,2113.39792260086
1947.04636567455,2324.68926349812
2118.62687152038,1544.20461196905
2540.50384468064,2329.97464369717
2441.12394304862,7626.18268768011
1443.63532903728,1925.3770006707
2461.65254837711,1824.93383903741
1781.04194352601,3968.15954215064
1931.23124508996,2014.02173819103
2027.64072371009,5480.05964101645
2120.00539195032,2100.25213637686
1654.3093591396,3135.67656293753
6079.49062888185,1818.66473531131
1810.76323397696,1955.70455982516
1846.75304446724,1806.38637742188
4036.58070435316,2462.17117833954
6986.09681776389,2025.44057021988
1961.65297335558,4143.25968487296
1320.25766317892,1982.02764400691
8691.10087989832,6596.34744661657
1753.49676474183,1943.49953999507
1774.67015892056,2167.29989454673
5881.10196239516,1671.82560494265
4774.35654573556,1457.76851001922
2205.90650967739,2057.54945196947
2297.83141041295,1878.79956101889
2036.77512800541,1866.19580807549
1740.86943718702,1945.30043387506
2262.1844216507,2017.95821445566
2098.63298750524,5873.20551413038
1845.55869815496,1599.57387907527
7362.45069288573,8429.45206263511
1788.67852276356,2026.1478004426
6946.81615731142,1768.13466098593
2062.84109806872,1631.00040299631
1602.93497746751,6845.60569672939
9074.09777044737,5681.60871042247
5634.85598155914,2430.13260657687
2370.50228146213,8141.6610766168
1716.95654813688,7345.82943660936
2381.51467728531,8256.76544043263
5515.41385830115,7526.62315638825
1939.82467812652,2255.13518006414
1958.28720064892,1923.02913398319
1950.14574026203,1900.7894208321
1980.54061588159,7719.48681383796
2115.31587138143,2027.33422761668
2231.67016245396,2003.11529437829
8994.97313620547,8027.20233647675
1642.3280580341,7490.96516491404
2258.32203740203,2297.82253920788
5715.94234527614,2090.0073770439
1637.35800682894,2065.36691720488
1927.07961200682,7665.8350068133
7633.58816993346,1849.29386118535
1774.65606256531,1989.4047028496
1756.41547731834,2309.70993462025
7056.54032436965,2149.07705852619
1940.19953590845,2040.53780559637
2159.97981764647,2278.59660844224
7424.96998128144,2046.79299726617
1735.45959591828,1812.57559821317
2038.15873592341,2058.60674908752
1771.60019605494,1895.15717648978
5589.63417275323,1856.86173991537
2136.97291039109,2401.64675355555
2050.02052895152,1934.2862391018
3204.96306239738,2094.23483203481
2474.24987932122,5729.31132345377
3389.3237033932,2059.97584540521
2110.26261787628,1642.53954883331
1911.89224962106,2055.61016552425
1932.43044809018,1922.66507018109
3804.35896825161,1695.68466129664
7229.85766580394,2061.55379753168
2107.58475434388,2826.95538536383
2255.79834697879,8289.69929493227
1607.40430369787,1930.87009401248
6460.65445549834,5446.4756400129
1739.13685029387,2013.16406873161
7371.70262990771,2149.16525704012
2038.42032033227,7821.73980047193
2152.80448348784,1524.55585450387
1810.11452485469,1943.12570392611
1977.81687664424,7007.09589375164
1766.85669730901,7917.67103763085
1663.58152233389,1994.48115795405
1880.31166391553,2351.89409048332
6804.07952764929,7908.37595142637
5617.55193028437,6797.66644803681
1624.20262344381,1959.25369291374
1652.18516890159,2023.74030910285
4456.92092546,2232.81100992939
3292.63780420316,2055.33016086666
1950.71741405395,1989.70647423549
1892.85046369603,1851.58991926504
1579.03715535448,2247.24667851717
7003.4569874009,1953.14877057299
7423.64517844545,2151.36741012054
1983.09576860415,2344.79416498917
6187.23025885564,1985.82816943616
3525.54035615369,1854.33178847656
2189.07810012315,2229.59810612782
2060.1871235575,1752.13638780495
2313.42662366836,2220.29988733409
2219.7452546708,1564.92086688692
2384.93171989006,4818.70142676689
2118.75891635407,2089.61989467432
2395.22301305202,2101.25154170739
8037.09652440199,2204.53586769544
2096.39170778818,3007.90787819233
5936.05064408822,1893.58910847672
1605.4292006121,5120.04449428971
2274.42483554506,2011.17962416258
2562.62658595152,1960.30749450972
1930.82638066443,1994.22491742685
5938.49345471273,7613.28808631876
1863.95613770487,7663.87384049907
1832.01771532709,2555.61128261887
2416.56030721913,2208.11027895706
1820.06716390741,1904.23897089313
7272.99399663391,7614.16520221603
2269.98681956511,3169.16941445711
1992.56710776601,7487.29318256223
2101.75275624198,7151.69586134985
1814.21897077841,2082.88309536514
1877.21887938774,2172.53411519012
2039.89177796024,4922.40045899267
6547.00091771242,1674.65127653052
2414.96280577786,7777.49427316154
2178.44547268193,2097.81549418992
1770.26438882248,1874.16422160062
1464.74884807358,2152.28080635802
2260.92421235939,2189.11736383282
7272.6429805197,5126.14697291111
2097.67842473408,1901.0344223694
1898.45867423788,3948.07058373657
4698.08366690572,1815.03527901069
4377.39557681439,7562.70286580508
2391.50811989317,2439.50758559334
1829.82820761815,1708.56211711557
1861.45492038402,4814.58160596779
2072.78139013071,2080.71015146349
8254.63547654358,1889.97975291945
1855.41878886032,7772.27682167976
2199.41782660234,2116.66256097214
1564.31975972569,2151.48614741852
2422.22797900941,7427.11580177737
2254.84930635533,2204.95524036404
7654.50488813827,1791.48974269668
2285.37422320937,2188.06983570543
2056.76384209368,1984.33120538111
8619.0468367977,1735.43946833853
1951.89139887271,1729.70061543619
2135.76211029098,1928.11404638078
2128.30127248838,7133.64067188584
8094.63756238159,5412.05592980319
1884.37537513858,1712.31232389786
1954.92992031493,7655.80071502091
6973.24801343619,3729.59857840109
1937.0413090748,2193.05226645233
1984.00312379246,1881.62337392726
8547.79521552041,2002.18441483703
2011.90092688254,2122.01168313472
1858.24599328105,2216.73751337293
1926.98882008672,1649.14937296216
8137.35924469718,5999.95596593142
7634.56312954505,7806.67742800137
1802.69805427831,8160.27725534557
2127.93814751175,1678.50077535116
2118.02964732447,7694.59807813324
7149.15779836139,1624.97951525738
2350.16563765196,2423.46687619975
6854.56496719135,5450.05402851816
2080.77176091651,7327.0057860084
1991.71387150436,2693.41674154252
3798.89107104517,1926.80088202619
1531.65900009996,1930.56923025468
2047.80681844986,7400.01462668708
2186.14481689561,7732.68108963232
1791.56676460408,1575.37023731683
1855.62293567814,2006.96835233888
1524.51317601608,7279.93644864967
7435.59461498897,7717.98997367796
1585.69021902174,1966.52082569349
1749.75697721044,2081.71892313375
2194.87021690676,2427.58275956338
1803.11762978416,7426.33671549303
2049.03981117566,2006.94980866785
2412.14494644278,1794.22901949349
3577.38054202306,1749.35572894932
1767.68714329987,2057.83919126786
2533.41396986716,1957.77253218516
7451.4149037855,5292.47850674644
4693.87297043796,2274.04878346858
7649.30806553186,2128.90709284602
8016.93771659228,1849.72891510768
3571.22740431854,5699.25337040379
7245.07968320795,1977.4633687886
2044.19005825062,2497.7775070861
1807.53695777823,4642.98956165956
2116.52492696993,1990.99638774721
1500.79673861025,2076.49839494991
8004.57494466396,1946.06470039825
1966.59047661597,7687.06536336891
1915.38329878581,2284.65254085299
2006.71104462742,2221.67078388345
1838.82422518521,2140.07046893735
8315.08441776475,2047.44113200593
2158.36283431649,2308.92478306057
2014.141166194,2398.23491091272
8226.470628434,2001.89906599042
1834.8185692046,2063.62288746711
2058.8386541154,2032.21189109156
