"Ch1.Amplitude","Ch2.Amplitude"
1827.45775926164,7012.01228394635
8847.67015869656,2248.89770058497
1710.23307832458,1594.1746416767
2018.24722565158,8209.23001107463
1529.91552447465,8028.65201571896
1998.48521673307,8045.88375902721
2194.82388210655,8092.77362766769
1971.05994064499,2130.48744306572
1874.70838457061,1942.72125212386
7959.89544666759,2454.11936106351
2000.21785086981,1715.67510443674
8564.08176954932,2022.32555786391
1661.30752548927,7949.51447819944
1975.36999731792,2167.70358701794
2152.67122438592,7985.99987136995
7693.57953333818,2197.72562807506
1680.72699686222,2047.00994103328
1867.7004978145,8097.49760372202
2073.37634039329,2371.13715546346
1644.30598507409,1953.92761883665
1813.37806594609,2157.57161765218
7519.85144288196,8122.22277232015
2238.91735926285,3559.95996626065
1724.88883004298,7476.08105596426
2116.21579869424,2058.89963833776
1664.8990752928,2112.88672954485
2396.4914094666,7503.5575948304
7375.31917056483,5117.27899443669
6838.64779127344,1987.96249445581
1917.02723671131,7852.17956313718
7861.5517113903,8219.29436951702
2254.61873153206,2190.11069712225
5361.8001778632,2186.4375254581
5135.87968472698,1535.83806978317
1976.4993708428,2104.04339226894
2016.13014484677,8074.07018405047
8129.8821373669,3145.08009552075
7999.75681347234,6410.60324869673
7557.92093474317,1760.95572575757
7599.57361458471,4507.41002755529
2035.43887592549,7598.37960904608
2363.10215554877,2030.32469411374
1466.91072014761,8330.87633700885
1814.79407563004,1981.34374177046
1755.99700823954,1888.10604541667
3868.56800293875,1754.87090663966
1642.43482244788,2125.86299224212
1714.9714883105,6262.203369369
1853.04378722608,1719.20201945757
8599.34664289546,8225.86237873666
7421.29455043952,1901.79725083158
1832.11672160582,1997.33234153793
7001.52138706456,2163.31962886439
2203.19638229388,2180.81374892069
4853.22875864922,2290.01902249078
1899.01279904932,4229.11066368977
2466.35674064367,1707.73712938189
1788.83652941245,1940.58760441875
2043.9625722808,1751.96094228441
1519.16557869253,1741.00507229529
2234.8242333733,1985.14829675421
1458.72110269265,1812.04772375663
1707.80622989744,7841.38197206902
2024.75930339275,2390.6564129303
7088.56841946576,2154.81190828398
9022.99993141544,1837.77345810458
7690.62518136841,1859.34814122045
1855.63932242829,6575.065521847
9044.84664937031,1940.01505998666
2206.48472596075,1771.11244244091
8234.08464864503,2203.55714543581
2159.37772704845,1863.3097023245
2644.25830612906,2055.81612095001
2190.88226786822,6941.8229536008
2421.66655329641,1813.72357073033
2069.53106243162,7848.65993650693
2057.10767466638,6902.84271589557
2163.39380131473,8209.42364279399
7856.13255966379,1902.49181013369
2376.96340280162,1821.33857603802
7816.40693992072,7660.36935448022
1880.9813275695,8094.04801328254
7276.67954276853,1936.64474645079
1902.12308665256,1821.18136295482
7030.75545792784,1796.90232048016
1840.69669647471,1856.45527812618
9073.87347659781,1504.69877170357
4757.49382862092,2042.92021258523
8060.63482356825,8335.42557153106
2285.64597279561,8149.31027259008
2361.61174180318,1706.65798973179
2336.15152326855,7722.87926365937
2050.59964770536,7416.76848499923
3727.7368374031,2213.4190437347
2427.91503432294,2139.19773953169
2286.30520896053,1746.8651437728
2576.80901551841,7270.64641253169
1987.85878248474,1933.89267370878
1975.64390821274,7933.9311689672
1692.21543976679,1874.49063205882
7298.80896803405,2098.37077189194
7162.00426922276,2246.2217595176
1640.43666522423,2531.9926315424
1878.91565692322,8070.1261887058
1915.28773303773,1767.89345684356
2123.03872671207,2344.27417774724
2148.75791893608,1771.92179469465
8797.36362457907,7850.14930554847
2155.11976464466,2277.91735408679
1965.95594059326,1686.20587558585
7861.97971754102,2255.96587377189
7903.09307358303,2018.45791786349
1837.90016233589,1904.07921373237
2191.34863246881,7591.50087671784
2258.31463571063,1847.65169155322
1838.44461104873,1986.09828047304
2434.23886895209,2118.96064790552
1816.32608625661,2027.69296205508
2278.41605514994,8042.34617960683
1865.02833235765,2008.09805901849
2087.01200441577,2115.40585714679
1767.35900303096,2165.69055749951
7164.8193196474,1712.89525857458
2153.50076091407,7526.37259215046
2030.71585134042,1828.7464029547
1881.23068643048,8002.43094918616
1818.49275671766,1894.58014686783
2237.13793604884,4572.92032706551
2487.0008989251,2061.88331197219
2360.67684128302,1986.66779506061
2088.62213558672,2040.07169615001
2330.22512270791,8056.82162317564
2281.32218311722,2088.04484303337
2086.23781559548,8353.77854466949
2147.12329371195,5787.03804022536
2111.06227260263,7874.72376672069
2284.68907222371,8177.41100429114
2295.78954431979,2315.94362990534
7605.57595502271,2005.94856882462
5679.15946226675,2569.03766676565
2405.92361328212,2022.94611842328
1744.92863495632,1569.67722188495
7947.27523233751,5429.10102283452
2071.07217246331,2026.87464463574
5779.23082952396,2204.2312196714
7916.00980440165,1838.36078393104
1949.29010865842,1980.24910393087
8373.36943099566,1949.31412811046
2249.78688119986,2055.35865506655
6708.56030071508,2007.58868705154
2340.0902224738,2857.98598351336
7349.46269690382,7679.73522612246
1939.99191136205,2219.59193465753
2388.33829546456,7755.64360266794
2023.85047613314,1829.14697854373
1947.50934097897,2212.4364587469
2175.69574335746,2200.07650490062
2580.59919213329,7017.39449785659
1960.45552759791,2049.99391877694
8453.85609941518,7893.53469444174
1731.14838265262,7499.81279996374
1815.52507136155,2178.73714849327
7529.89098084193,1987.56664815667
1834.43781594385,2448.1438219643
2135.55981734694,1883.44945052089
1695.27714162389,7676.37727651517
1630.53052839798,2118.80917578724
7667.71891142323,8040.12705698424
1926.31658009931,1797.51727443007
2434.39225782301,7483.17610177721
7643.56765869013,2116.94976410558
2258.39367002785,7933.6017031099
2166.33964425461,2725.05157252573
7930.31524672858,2080.70249908763
7213.29497014456,1551.96135108647
1802.55016563839,7836.07959318264
2114.84253388726,7353.90378534989
1986.22569756802,1539.12685598535
1751.27988798594,2071.1706088556
6667.98930796078,1917.87067838791
1699.89340645933,2129.06706568789
6655.44027832594,1954.70791979314
2156.47457716001,1857.26602305027
1831.18548537155,7737.7679091578
1931.27423058645,1912.33940122018
2178.16451193878,2150.43122800893
1763.80968221261,2227.90552951949
7807.12741188916,2279.22464933759
1936.10884603312,7582.64210701145
7004.55239988584,1894.12811218554
2020.36195515547,2236.27919646318
2035.39025052767,1744.02182512798
1228.83746391503,2060.53385673634
1768.45778287618,1841.64396178367
1951.97573741805,2017.44649439673
2347.60423000181,2044.57872315868
5120.13159820445,2216.75639757018
6797.17227857613,1963.40929368913
1952.14200308078,2091.77275568914
1837.21304046083,2139.55031708085
7026.09901749422,1481.41578598519
4595.40943225072,3764.69179478221
1850.07196437861,7717.5693591462
7836.66315882204,1887.23061814089
