"Ch1.Amplitude","Ch2.Amplitude"
1918.83943367252,2119.23236746146
1842.90390343926,1756.8948120739
2268.26536620828,2314.6423642692
2334.03904111143,1829.31864422495
2020.39400930391,2280.3546704721
1855.38698777023,1986.90578168286
2620.4685899285,2195.81426715942
1864.64430616337,2321.3375705219
2055.07240223617,1881.92811855091
1865.40373229931,2104.72031368189
2187.38643278113,1995.19970738658
1621.30673700163,2055.34954024033
2392.54208041484,1784.18808737354
2262.91835368299,2150.68959842833
2332.59085414557,2210.13349878455
2050.11520542461,1687.34689022654
2359.6090381398,1882.92179764913
1590.28885369506,2240.86836953882
1686.05085121744,2099.57579332615
1785.12836604903,1618.82429737255
1524.7458729303,2165.6934796713
1948.28352272018,1913.72480456657
2125.45198062141,1725.0886555968
1759.19006602417,2078.48875587154
2203.77411865383,2222.53237283938
2073.06391984606,2408.53462516526
2314.77249648879,1898.03095675853
1521.74939129414,1910.57511600916
2078.61013077141,2157.01538311305
1443.07937244981,1882.96622749099
1861.04232834308,2326.62974692011
1693.00482341788,2411.71424090001
2551.46571283756,2092.92102737523
1988.54526387439,1998.87636573065
2090.62334212237,1816.34506810247
1780.92651820288,2236.06379596188
2362.31425994176,1929.37238418216
2078.15999963211,2030.77563696422
2045.53315830444,1753.27725537765
2134.78624662749,2174.850689392
1677.30621146277,2017.47981496041
1899.67163098379,1700.40966989596
2472.87244476144,1665.76017178743
2210.60757460968,1891.81210208192
2066.67386697806,2234.79280433736
1727.06859698801,2433.33902712002
2210.47373688231,1752.82530291347
2154.93042545306,2009.71629319749
1814.38883936788,1896.73800117613
1950.00330960878,1788.54998009563
1942.10800779274,1916.12790974868
2625.78287627382,2257.49895156784
2303.85437021871,1987.94402492675
1778.56531924803,2016.10607470427
2122.34338102344,2438.45527660424
1491.13464375048,2034.45013930411
2091.61518478725,2405.34039539533
2251.47263103936,2168.06168463339
2255.26103718904,1968.95666115344
2159.41043393561,2384.09682740368
1766.34756762139,1651.59809226017
1720.06220507101,2022.99491619125
2018.354559857,1905.5297006367
1935.04943034751,1828.33872752128
2055.54986360787,2392.6530962506
1863.39298015622,2297.65256909451
2347.41762532258,2226.01707924216
1608.81549942795,1954.24112287175
2197.25834729491,2169.67614139788
2162.12489983649,1892.74011007084
2153.18744681909,2177.62081218826
2290.49555476528,2088.06694123824
2173.92912346662,1988.33901556318
1748.13501912942,1958.1908388841
1773.53707438856,2117.28665073037
2203.68451017537,2047.65650471293
2069.38265763363,1807.64734795368
2290.29250706307,1625.58084431341
1560.02608518061,2214.54710243167
2468.8610391401,1977.4999459706
2211.55079402313,2037.02476246865
2633.9790518571,2422.69995253898
1808.63366957672,1906.6743292896
1846.45595191178,2119.65664246643
1324.24198183612,2038.48004809303
2490.86188220229,1984.7710243687
2031.71962532151,1781.22390018704
1938.3866590534,1761.027987968
1944.58647608798,1815.8285147189
1764.48472963477,2158.75863972508
2074.99361563432,1937.14581400143
2193.45917131471,2465.55142389783
1662.75998718234,2147.70783093388
1813.90902866096,2262.46148741034
2145.34770133913,2035.41621339796
1928.76171320034,2222.08906371031
1811.87852838807,2149.60190990823
1990.84631999243,1786.6926850453
2116.99713448216,1907.93251028992
2035.90641614103,2008.51111504154
1747.43960239398,1869.4711422135
